Canal;Transportadora;UF Origem;Centro;Cli - Nome;NFe;NFe - Dt E;    NFe - Vlr;Cli - Cidade;UF Destino;Resp.Agend;Ocorrências;Prev. Entr;Dt .Agenda;Status;Cli -  Age;Nº Documen
40 - Totaline BR;RODONAVES TRANSPORTES E ENCOMENDAS;RS;B102;REFRICENTRO REFRIGERACAO LTDA;000883377-1;08.01.2025;1.492,53;Goiânia;GO;;901-NOTA FISCAL AUTORIZADA NA SEFAZ;14.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12811005
40 - Totaline BR;MODULAR TRANSPORTES LTDA;RJ;B148;EZAUL MARCOS DOS SANTOS N. V.;000260092-1;08.01.2025;428,72;Nova Iguaçu;RJ;;900-EMISSÃO DE NOTA FISCAL;16.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12811071
40 - Totaline BR;MODULAR TRANSPORTES LTDA;RJ;B148;SUSANA DOS SANTOS NEVES;000260093-1;08.01.2025;428,72;São Paulo;SP;;901-NOTA FISCAL AUTORIZADA NA SEFAZ;13.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12811138
40 - Totaline BR;MODULAR TRANSPORTES LTDA;RJ;B148;CAROLINA JUVINO ALEXANDRE ROCHA;000260094-1;08.01.2025;428,72;Pouso Alegre;MG;;901-NOTA FISCAL AUTORIZADA NA SEFAZ;22.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12811147
40 - Totaline BR;BUIATTE TRANSPORTES E LOGISTICA LTD;AM;B150;TEL TELECOMUNICACOES LTDA;000134697-1;08.01.2025;16.859,99;Ananindeua;PA;;901-NOTA FISCAL AUTORIZADA NA SEFAZ;04.02.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12811369
40 - Totaline BR;MODULAR TRANSPORTES LTDA;SP;B142;CLM-EMPREENDIMENTOS IMOB. S/A;000231402-1;08.01.2025;15.300,20;Brasília;DF;;901-NOTA FISCAL AUTORIZADA NA SEFAZ;16.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12811370
40 - Totaline BR;MODULAR TRANSPORTES LTDA;RJ;B148;FERNANDO AUGUSTO DE SOUZA MENDES;000260096-1;08.01.2025;857,44;Pouso Alegre;MG;;901-NOTA FISCAL AUTORIZADA NA SEFAZ;22.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12811374
10 - BSS;CAXIAS CARGAS AEREAS LTDA;SP;B109;BORRACHAS VIPAL NORDESTE S/A;000142152-1;08.01.2025;1.250,00;Feira de Santana;BA;;900-EMISSÃO DE NOTA FISCAL;16.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12811475
40 - Totaline BR;BUIATTE TRANSPORTES E LOGISTICA LTD;SP;B143;M D NN DA SILVA LTDA;000213868-1;08.01.2025;15.469,42;Macapá;AP;;900-EMISSÃO DE NOTA FISCAL;03.02.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12811480
40 - Totaline BR;BUIATTE TRANSPORTES E LOGISTICA LTD;SP;B143;M. SILVA LEON;000213870-1;08.01.2025;740,01;Porto Velho;RO;;901-NOTA FISCAL AUTORIZADA NA SEFAZ;27.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12811491
12 - Dealer;LOG-IN - LOGISTICA INTERMODAL S/A;AM;B217;REFRIGERACAO DUFRIO COM E IMP S/A;000371605-10;08.01.2025;506.522,45;Guarulhos;SP;Grupo A;901-NOTA FISCAL AUTORIZADA NA SEFAZ;27.01.2025;;12-EM AGENDAMENTO; X;12811492
40 - Totaline BR;MODULAR TRANSPORTES LTDA;PE;B154;PAIVA EDUCACIONAL S/A;000014023-1;08.01.2025;2.746,01;Cabo de Santo Agostinho;PE;;901-NOTA FISCAL AUTORIZADA NA SEFAZ;10.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12811507
10 - BSS;RODOVIARIO NOVA ERA LTDA;RS;B101;CENTRO DAS IND. DO ESTADO DO RS;000883394-1;08.01.2025;634.398,77;Porto Alegre;RS;;901-NOTA FISCAL AUTORIZADA NA SEFAZ;09.01.2025;13.01.2025;19-EM TRANSITO PARA ENTREGA (AGENDADO);;12811508
40 - Totaline BR;RODOVIARIO BEDIN LIMITADA;RS;B102;VITOR REFRIGERACAO LTDA;000883395-1;08.01.2025;5.240,31;Estância Velha;RS;Grupo B;000-PROCESSO DE TRANSPORTE JÁ INICIADO;15.01.2025;;12-EM AGENDAMENTO; X;12811510
10 - BSS;RODOVIARIO NOVA ERA LTDA;RS;B101;CENTRO DAS IND. DO ESTADO DO RS;000883396-1;08.01.2025;32.118,43;Porto Alegre;RS;;901-NOTA FISCAL AUTORIZADA NA SEFAZ;09.01.2025;13.01.2025;19-EM TRANSITO PARA ENTREGA (AGENDADO);;12811511
40 - Totaline BR;MODULAR TRANSPORTES LTDA;PE;B154;ESCOLA SANTA MARIA LTDA;000014024-1;08.01.2025;4.937,99;Recife;PE;;901-NOTA FISCAL AUTORIZADA NA SEFAZ;13.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12811538
40 - Totaline BR;MODULAR TRANSPORTES LTDA;SP;B143;FUNDO ESP. DO MIN. PUBL. EST;000213872-1;08.01.2025;10.860,82;São Luís;MA;;901-NOTA FISCAL AUTORIZADA NA SEFAZ;03.02.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12811539
10 - BSS;MODULAR TRANSPORTES LTDA;RS;B101;BRENCO - CIA BRAS. DE ENERG. RENOV;000883404-1;08.01.2025;65.159,91;Costa Rica;MS;;901-NOTA FISCAL AUTORIZADA NA SEFAZ;13.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12811554
10 - BSS;RODOVIARIO NOVA ERA LTDA;RS;B101;CENTRO DAS IND. DO ESTADO DO RS;000883405-1;08.01.2025;634.398,77;Porto Alegre;RS;;900-EMISSÃO DE NOTA FISCAL;09.01.2025;13.01.2025;19-EM TRANSITO PARA ENTREGA (AGENDADO);;12811556
10 - BSS;RODOVIARIO NOVA ERA LTDA;RS;B101;CENTRO DAS IND. DO ESTADO DO RS;000883406-1;08.01.2025;32.118,43;Porto Alegre;RS;;900-EMISSÃO DE NOTA FISCAL;09.01.2025;13.01.2025;19-EM TRANSITO PARA ENTREGA (AGENDADO);;12811563
40 - Totaline BR;BUIATTE TRANSPORTES E LOGISTICA LTD;SP;B142;LOJAS AVENIDA S/A;000231404-1;08.01.2025;1.960,01;Rio Branco;AC;;900-EMISSÃO DE NOTA FISCAL;27.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12811566
40 - Totaline BR;BUIATTE TRANSPORTES E LOGISTICA LTD;SP;B142;BRUMIL SERVICOS E COMERCIO LTDA;000231406-1;08.01.2025;339,99;Cuiabá;MT;;900-EMISSÃO DE NOTA FISCAL;20.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12811594
40 - Totaline BR;RODONAVES TRANSPORTES E ENCOMENDAS;SP;B143;OBJETIVA PROJETOS LTDA;000213875-1;08.01.2025;3.815,00;Indaiatuba;SP;;901-NOTA FISCAL AUTORIZADA NA SEFAZ;15.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12811603
10 - BSS;RODOVIARIO BEDIN LIMITADA;RS;B110;ENDEAL ENG. E CONSTRUCOES LTDA;000883407-1;08.01.2025;495.607,14;São José dos Pinhais;PR;;091-ENTREGA PROGRAMADA;13.01.2025;14.01.2025;19-EM TRANSITO PARA ENTREGA (AGENDADO);;12811635
40 - Totaline BR;MODULAR TRANSPORTES LTDA;PE;B154;ARA HOTEIS LTDA;000014026-1;08.01.2025;2.487,73;Ipojuca;PE;;900-EMISSÃO DE NOTA FISCAL;10.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12811747
40 - Totaline BR;ANEG TRANSPORTES LTDA;SP;B143;COMANDO DA MARINHA;000213878-1;08.01.2025;8.627,41;Niterói;RJ;;900-EMISSÃO DE NOTA FISCAL;15.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12811787
40 - Totaline BR;RODOVIARIO BEDIN LIMITADA;RS;B102;EMAC COMERCIAL LTDA;000883418-1;08.01.2025;1.130,55;Belo Horizonte;MG;;000-PROCESSO DE TRANSPORTE JÁ INICIADO;14.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12811790
40 - Totaline BR;MODULAR TRANSPORTES LTDA;BA;B149;SELF IT ACADEMIAS HOLDING S/A;000110088-4;08.01.2025;2.298,72;Fortaleza;CE;;901-NOTA FISCAL AUTORIZADA NA SEFAZ;13.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12811797
40 - Totaline BR;RODOVIARIO BEDIN LIMITADA;RS;B102;BANDEIRANTES REFRIG. COM. LTDA;000883426-1;08.01.2025;1.575,02;São Paulo;SP;;000-PROCESSO DE TRANSPORTE JÁ INICIADO;16.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12811805
40 - Totaline BR;ANEG TRANSPORTES LTDA;SP;B142;ICOMON TECNOLOGIA LTDA;000231409-1;08.01.2025;210,02;Belo Horizonte;MG;;900-EMISSÃO DE NOTA FISCAL;13.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12811864
40 - Totaline BR;ANEG TRANSPORTES LTDA;SP;B142;AUTOZONE BR COM. DE AUTOP. LTDA;000231410-1;08.01.2025;55.344,57;Belford Roxo;RJ;;900-EMISSÃO DE NOTA FISCAL;15.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12811879
40 - Totaline BR;RODOVIARIO BEDIN LIMITADA;RJ;B148;ALIANCA COM. DE TECNOLOGIAS LTDA;000260103-1;08.01.2025;334;Vila Velha;ES;;901-NOTA FISCAL AUTORIZADA NA SEFAZ;21.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12811896
40 - Totaline BR;MODULAR TRANSPORTES LTDA;SP;B142;RAIA DROGASIL S/A;000231411-1;08.01.2025;2.767,75;Fortaleza;CE;;900-EMISSÃO DE NOTA FISCAL;21.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12811898
40 - Totaline BR;RODOVIARIO BEDIN LIMITADA;RJ;B148;ASSOC. ISRAELITA DE ENSINO E CULT.;000260104-1;08.01.2025;2.229,61;Rio de Janeiro;RJ;;901-NOTA FISCAL AUTORIZADA NA SEFAZ;16.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12811899
40 - Totaline BR;ANEG TRANSPORTES LTDA;SP;B143;FELIPE ANDRE SOELTL;000213879-1;08.01.2025;88,45;São Paulo;SP;;209-DATA DE SAÍDA DA TRANSPORTADORA;13.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12811901
40 - Totaline BR;MODULAR TRANSPORTES LTDA;PE;B154;UNIMED J. P. COOP. DE T. MEDICO;000014030-1;08.01.2025;4.329,98;João Pessoa;PB;;901-NOTA FISCAL AUTORIZADA NA SEFAZ;28.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12811902
22 - Slow Movers;BUIATTE TRANSPORTES E LOGISTICA LTD;SP;B142;UNIAR COM. DE ELETRO-EL. E S. LTDA;000231412-1;08.01.2025;141.249,40;São Paulo;SP;Grupo B;900-EMISSÃO DE NOTA FISCAL;10.01.2025;;12-EM AGENDAMENTO; X;12811904
40 - Totaline BR;RODOVIARIO BEDIN LIMITADA;RJ;B148;ASSOC. ISRAELITA DE ENSINO E CULT.;000260105-1;08.01.2025;5.678,46;Rio de Janeiro;RJ;;900-EMISSÃO DE NOTA FISCAL;16.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12811906
40 - Totaline BR;RODOVIARIO BEDIN LIMITADA;RJ;B148;ASSOC. ISRAELITA DE ENSINO E CULT.;000260106-1;08.01.2025;3.648,78;Rio de Janeiro;RJ;;900-EMISSÃO DE NOTA FISCAL;16.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12811908
22 - Slow Movers;BUIATTE TRANSPORTES E LOGISTICA LTD;SP;B142;UNIAR COM. DE ELETRO-EL. E S. LTDA;000231413-1;08.01.2025;179.517,10;São Paulo;SP;Grupo B;900-EMISSÃO DE NOTA FISCAL;10.01.2025;;12-EM AGENDAMENTO; X;12811976
22 - Slow Movers;BUIATTE TRANSPORTES E LOGISTICA LTD;SP;B142;UNIAR COM. DE ELETRO-EL. E S. LTDA;000231414-1;08.01.2025;12.547,09;São Paulo;SP;Grupo B;900-EMISSÃO DE NOTA FISCAL;10.01.2025;;12-EM AGENDAMENTO; X;12812075
22 - Slow Movers;BUIATTE TRANSPORTES E LOGISTICA LTD;SP;B142;UNIAR COM. DE ELETRO-EL. E S. LTDA;000231415-1;08.01.2025;44.697,90;São Paulo;SP;Grupo B;901-NOTA FISCAL AUTORIZADA NA SEFAZ;10.01.2025;;12-EM AGENDAMENTO; X;12812088
40 - Totaline BR;ANEG TRANSPORTES LTDA;SP;B142;ROSANGELA BINATO GOMES;000231416-1;08.01.2025;1.558,00;Rio de Janeiro;RJ;;901-NOTA FISCAL AUTORIZADA NA SEFAZ;14.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12812109
40 - Totaline BR;ANEG TRANSPORTES LTDA;SP;B142;ALSTOM BRASIL ENERGIA E T. LTDA;000231417-1;08.01.2025;12.645,67;Hortolândia;SP;;901-NOTA FISCAL AUTORIZADA NA SEFAZ;14.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12812123
40 - Totaline BR;RODOVIARIO BEDIN LIMITADA;RS;B102;EDMARCAS REFRIGERACAO COM. LTDA;000883452-1;08.01.2025;1.494,02;São Paulo;SP;;000-PROCESSO DE TRANSPORTE JÁ INICIADO;16.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12812130
40 - Totaline BR;ANEG TRANSPORTES LTDA;SP;B146;DANILO ROBERTO DE M. L. 40474134881;000160048-1;08.01.2025;865;Apiaí;SP;;900-EMISSÃO DE NOTA FISCAL;15.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12812141
22 - Slow Movers;BUIATTE TRANSPORTES E LOGISTICA LTD;SP;B142;UNIAR COM. DE ELETRO-EL. E S. LTDA;000231418-1;08.01.2025;57.322,74;São Paulo;SP;Grupo B;900-EMISSÃO DE NOTA FISCAL;10.01.2025;;12-EM AGENDAMENTO; X;12812160
22 - Slow Movers;BUIATTE TRANSPORTES E LOGISTICA LTD;SP;B142;UNIAR COM. DE ELETRO-EL. E S. LTDA;000231419-1;08.01.2025;739,99;São Paulo;SP;Grupo B;901-NOTA FISCAL AUTORIZADA NA SEFAZ;10.01.2025;;12-EM AGENDAMENTO; X;12812174
40 - Totaline BR;CAXIAS CARGAS AEREAS LTDA;RS;B102;GREENTEC COM. DE E., C. P S T LTDA;000883458-1;08.01.2025;641,08;Belém;PA;;900-EMISSÃO DE NOTA FISCAL;13.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12812186
22 - Slow Movers;BUIATTE TRANSPORTES E LOGISTICA LTD;SP;B142;UNIAR COM. DE ELETRO-EL. E S. LTDA;000231420-1;08.01.2025;4.466,84;São Paulo;SP;Grupo B;901-NOTA FISCAL AUTORIZADA NA SEFAZ;10.01.2025;;12-EM AGENDAMENTO; X;12812191
22 - Slow Movers;BUIATTE TRANSPORTES E LOGISTICA LTD;SP;B142;UNIAR COM. DE ELETRO-EL. E S. LTDA;000231421-1;08.01.2025;13.359,60;São Paulo;SP;Grupo B;901-NOTA FISCAL AUTORIZADA NA SEFAZ;10.01.2025;;12-EM AGENDAMENTO; X;12812240
40 - Totaline BR;BUIATTE TRANSPORTES E LOGISTICA LTD;SC;B121;GERUIZA DANTAS DA SILVA;000816720-4;08.01.2025;4.500,00;Brasília;DF;;900-EMISSÃO DE NOTA FISCAL;17.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12812244
40 - Totaline BR;BUIATTE TRANSPORTES E LOGISTICA LTD;SC;B121;ANDERSON MATIAS DOS SANTOS;000816721-4;08.01.2025;88,45;São Paulo;SP;;900-EMISSÃO DE NOTA FISCAL;13.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12812245
40 - Totaline BR;BUIATTE TRANSPORTES E LOGISTICA LTD;SC;B121;JOAO LUCAS SOARES DA COSTA;000816722-4;08.01.2025;925,12;Areado;MG;;901-NOTA FISCAL AUTORIZADA NA SEFAZ;20.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12812246
40 - Totaline BR;BUIATTE TRANSPORTES E LOGISTICA LTD;SC;B121;KELVYN FREIRE SANTOS;000816723-4;08.01.2025;3.136,51;Manaus;AM;;901-NOTA FISCAL AUTORIZADA NA SEFAZ;04.02.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12812248
40 - Totaline BR;BUIATTE TRANSPORTES E LOGISTICA LTD;SC;B121;KELVYN FREIRE SANTOS;000816724-4;08.01.2025;340,91;Manaus;AM;;900-EMISSÃO DE NOTA FISCAL;04.02.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12812249
40 - Totaline BR;BUIATTE TRANSPORTES E LOGISTICA LTD;SC;B121;CLIMASTER AR CONDICIONADO LTDA;000816789-4;08.01.2025;4.369,39;Jales;SP;;900-EMISSÃO DE NOTA FISCAL;15.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12812324
40 - Totaline BR;BUIATTE TRANSPORTES E LOGISTICA LTD;SC;B121;JESSICA ALVES DA ROCHA;000816790-4;08.01.2025;664,95;Manaus;AM;;900-EMISSÃO DE NOTA FISCAL;04.02.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12812325
40 - Totaline BR;BUIATTE TRANSPORTES E LOGISTICA LTD;SC;B121;JEKSONIA HERMES MARTINS;000816791-4;08.01.2025;2.870,77;Goiânia;GO;;900-EMISSÃO DE NOTA FISCAL;20.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12812326
22 - Slow Movers;BUIATTE TRANSPORTES E LOGISTICA LTD;SP;B142;UNIAR COM. DE ELETRO-EL. E S. LTDA;000231422-1;08.01.2025;5.080,52;São Paulo;SP;Grupo B;900-EMISSÃO DE NOTA FISCAL;10.01.2025;;12-EM AGENDAMENTO; X;12812332
40 - Totaline BR;RODOVIARIO BEDIN LIMITADA;RS;B102;BANDEIRANTES REFRIG. COM. LTDA;000883460-1;08.01.2025;2.474,98;São Paulo;SP;;000-PROCESSO DE TRANSPORTE JÁ INICIADO;16.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12812340
40 - Totaline BR;RODOVIARIO BEDIN LIMITADA;RS;B102;COLORTEL S/A SISTEMAS ELETRONICOS;000883468-1;08.01.2025;2.452,07;Rio de Janeiro;RJ;Grupo B;000-PROCESSO DE TRANSPORTE JÁ INICIADO;14.01.2025;;12-EM AGENDAMENTO; X;12812428
22 - Slow Movers;BUIATTE TRANSPORTES E LOGISTICA LTD;SP;B142;UNIAR COM. DE ELETRO-EL. E S. LTDA;000231423-1;08.01.2025;30.801,29;São Paulo;SP;Grupo B;900-EMISSÃO DE NOTA FISCAL;10.01.2025;;12-EM AGENDAMENTO; X;12812453
22 - Slow Movers;BUIATTE TRANSPORTES E LOGISTICA LTD;SP;B142;UNIAR COM. DE ELETRO-EL. E S. LTDA;000231424-1;08.01.2025;3.656,25;São Paulo;SP;Grupo B;901-NOTA FISCAL AUTORIZADA NA SEFAZ;10.01.2025;;12-EM AGENDAMENTO; X;12812471
22 - Slow Movers;BUIATTE TRANSPORTES E LOGISTICA LTD;SP;B142;UNIAR COM. DE ELETRO-EL. E S. LTDA;000231425-1;08.01.2025;131,36;São Paulo;SP;Grupo B;900-EMISSÃO DE NOTA FISCAL;10.01.2025;;12-EM AGENDAMENTO; X;12812496
10 - BSS;CAXIAS CARGAS AEREAS LTDA;RS;B113;GRUPO DE PESQ.ASSIST.CANCER INFANTI;000883482-1;08.01.2025;4.645,97;Sorocaba;SP;;900-EMISSÃO DE NOTA FISCAL;13.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12812644
20 - Midea;MODULAR TRANSPORTES LTDA;SC;B121;HAVAN S/A;000816812-4;08.01.2025;2.334,30;Barra Velha;SC;Grupo A;900-EMISSÃO DE NOTA FISCAL;24.01.2025;;12-EM AGENDAMENTO; X;12812655
40 - Totaline BR;MODULAR TRANSPORTES LTDA;SC;B121;JURACI AULER LASTA;000816813-4;08.01.2025;2.518,31;Lajeado;RS;;901-NOTA FISCAL AUTORIZADA NA SEFAZ;27.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12812656
40 - Totaline BR;MODULAR TRANSPORTES LTDA;SC;B121;VOLNEI DOS SANTOS;000816814-4;08.01.2025;88,43;Canoas;RS;;900-EMISSÃO DE NOTA FISCAL;27.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12812657
40 - Totaline BR;MODULAR TRANSPORTES LTDA;SC;B121;G. L. C. MATERIAIS DE CONST LTDA;000816815-4;08.01.2025;26.769,60;Balneário Pinhal;RS;;900-EMISSÃO DE NOTA FISCAL;27.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12812658
40 - Totaline BR;RODOVIARIO BEDIN LIMITADA;RS;B102;JOEL PEREIRA;000883528-1;08.01.2025;1.752,39;Pato Branco;PR;;000-PROCESSO DE TRANSPORTE JÁ INICIADO;16.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12813522
40 - Totaline BR;CAXIAS CARGAS AEREAS LTDA;RS;B102;REFRIGERACAO BASTIANI LTDA;000883530-1;08.01.2025;760,41;Brusque;SC;;900-EMISSÃO DE NOTA FISCAL;13.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12813524
40 - Totaline BR;RODOVIARIO BEDIN LIMITADA;RS;B102;AR COND. E REFRIGERAÇÃO W. L. LTDA;000883534-1;08.01.2025;1.004,55;São José dos Campos;SP;;000-PROCESSO DE TRANSPORTE JÁ INICIADO;17.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12813536
40 - Totaline BR;CAXIAS CARGAS AEREAS LTDA;RS;B102;A N DE O QUEIROZ REFRIG. LTDA;000883538-1;08.01.2025;327,61;Manaus;AM;;900-EMISSÃO DE NOTA FISCAL;13.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12813574
40 - Totaline BR;RODOVIARIO BEDIN LIMITADA;RS;B102;IMPACTO COM. E SERV. E. EL. LTDA;000883540-1;08.01.2025;4.004,03;Rio de Janeiro;RJ;;000-PROCESSO DE TRANSPORTE JÁ INICIADO;16.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12813704
12 - Dealer;LOG-IN - LOGISTICA INTERMODAL S/A;AM;B217;REFRIGERACAO DUFRIO COM E IMP S/A;000371623-10;08.01.2025;484.682,38;Guarulhos;SP;Grupo A;901-NOTA FISCAL AUTORIZADA NA SEFAZ;27.01.2025;;12-EM AGENDAMENTO; X;12813736
40 - Totaline BR;CAXIAS CARGAS AEREAS LTDA;RS;B102;STE - SERVICOS TEC. ESP. LTDA;000883546-1;08.01.2025;639,33;São Mateus;ES;;901-NOTA FISCAL AUTORIZADA NA SEFAZ;13.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12813804
40 - Totaline BR;CAXIAS CARGAS AEREAS LTDA;RS;B102;N OLIVEIRA SOARES LTDA;000883571-1;08.01.2025;277,65;Muriaé;MG;;900-EMISSÃO DE NOTA FISCAL;13.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12814013
40 - Totaline BR;CAXIAS CARGAS AEREAS LTDA;RS;B102;THERMO TECNOLOGIA LTDA;000883579-1;08.01.2025;306,18;Juiz de Fora;MG;;901-NOTA FISCAL AUTORIZADA NA SEFAZ;13.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12814064
40 - Totaline BR;CAXIAS CARGAS AEREAS LTDA;RS;B102;GREENTEC COM. DE E., C. P S T LTDA;000883585-1;08.01.2025;772,02;Belém;PA;;900-EMISSÃO DE NOTA FISCAL;13.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12814109
40 - Totaline BR;RODOVIARIO BEDIN LIMITADA;RS;B102;AFRIOTHERM AR CONDICIONADO LTDA;000883587-1;08.01.2025;2.554,02;São Paulo;SP;;000-PROCESSO DE TRANSPORTE JÁ INICIADO;13.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12814174
40 - Totaline BR;BUIATTE TRANSPORTES E LOGISTICA LTD;SC;B121;RACHEL DE CARVALHO DENSTONE;000817154-4;08.01.2025;452,65;São Paulo;SP;;900-EMISSÃO DE NOTA FISCAL;14.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12814189
40 - Totaline BR;CAXIAS CARGAS AEREAS LTDA;RS;B102;EDIFICIO DOUBLE SPACE FARIA LIMA;000883592-1;08.01.2025;719,99;São Paulo;SP;;900-EMISSÃO DE NOTA FISCAL;10.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12814242
40 - Totaline BR;CAXIAS CARGAS AEREAS LTDA;RS;B102;SMARTFIT ESC. DE GIN. E DANCA S/A;000883593-1;08.01.2025;650;Rio de Janeiro;RJ;;900-EMISSÃO DE NOTA FISCAL;13.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12814243
40 - Totaline BR;CAXIAS CARGAS AEREAS LTDA;RS;B102;CLIMASTER AR CONDICIONADO LTDA;000883619-1;09.01.2025;472,01;Jales;SP;;901-NOTA FISCAL AUTORIZADA NA SEFAZ;13.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12814451
40 - Totaline BR;RODOVIARIO BEDIN LIMITADA;RS;B102;CENTRAL LESTE AR ENG. S. T. R. LTDA;000883621-1;09.01.2025;1.366,76;Porto Alegre;RS;;901-NOTA FISCAL AUTORIZADA NA SEFAZ;13.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12814454
40 - Totaline BR;CAXIAS CARGAS AEREAS LTDA;RS;B102;IDEAL REFRIGERACAO E SERVICOS EIREL;000883624-1;09.01.2025;357,01;Niterói;RJ;;901-NOTA FISCAL AUTORIZADA NA SEFAZ;14.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12814458
40 - Totaline BR;CAXIAS CARGAS AEREAS LTDA;RS;B102;ELETROFRIGOR PEÇAS LTDA ME;000883625-1;09.01.2025;792,01;Niterói;RJ;;901-NOTA FISCAL AUTORIZADA NA SEFAZ;14.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12814464
40 - Totaline BR;CAXIAS CARGAS AEREAS LTDA;RS;B102;ECP COM. E PREST. DE S. DE R. LTDA;000883627-1;09.01.2025;288,76;Porto Alegre;RS;;900-EMISSÃO DE NOTA FISCAL;13.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12814468
